DateTimeOccurred,Status,DateTimeReported,Code,Location,Comments,Filename
2014-10-03 23:29:00,CLOSED,2014-10-03 23:29:24,SUSPICIOUS,M76 / 476 MAIN ST,REPORT OF A MAN YELLING AND RUNNING TOWARDS PEOPLE. PERSON WAS FOUND PASSED OUT AND NOT AFFILIATED WITH MIT. TRESPASS WARNING ISSUED ,
2014-10-03 18:30:00,OPEN,2014-10-04 13:26:17,LARCENY,BTP / 119 BAY STATE RD,PAST LARCENY OF LAPTOP. ,
2014-10-05 03:00:00,OPEN,2014-10-05 03:35:55,SUSPICIOUS,M6 / 182 MEMORIAL DR,PARTY REPORTS AN UNIDENTIFED MALE WAS IN HIS OFFICE AND FLED. ,
2014-09-07 17:00:00,CLOSED,2014-10-08 17:24:13,ATTEMPTED LARCENY,W1 / 305 MEMORIAL DR,CABLE LOCK ON BIKE CUT BUT U-LOCK  SECURING BIKE NOT DAMAGED. ,
2014-10-08 21:25:00,CLOSED,2014-10-08 21:25:02,SUSPICIOUS,M6 / 182 MEMORIAL DR,"SUSPICIOUS PERSON, ISSUED TRESPASS  WARNING. ",
2014-07-11 00:00:00,OPEN,2014-11-17 14:20:21,LARCENY,M13 / 105 REAR   MASSACHUSETTS AVE,LARCENY OF LAB EQUIPMENT ,
2014-11-17 15:39:00,CLOSED,2014-11-17 15:39:49,LARC MV,CARLTON STREET  ,"PARTY STATES CAR WAS STOLEN FROM BEHIND FOOD TRUCK WHERE IT WAS PARKED WITH THE KEYS IN THE IGNITION AND MOTOR RUNNING. November 25, 2014 stolen vehicle recovered in Boston. OPEN ",
2012-09-01 00:01:00,OPEN,2014-11-18 13:01:49,FORCIBLE SEXUAL ASSAULT,BOSTON FSILG ,REPORT OF A PAST RAPE. ,
2014-11-18 16:53:00,ARREST MADE,2014-11-18 16:56:19,SUSPICIOUS,M4 / 182 MEMORIAL DR,"REPORT OF A SUSPICIOUS PERSON THOUGHT TO HAVE HAD SOMETHING UNDER HIS COAT. ROBERTSON CESAR, HOMELESS.ARRESTED FOR TRESPASS AFTER NOTICE. ",
2014-11-19 20:26:00,CLOSED,2014-11-19 20:26:44,LARCENY,E51 / 70 MEMORIAL DR,REPORT HER UNLOCKED BICYCLE WAS STOLEN. ,
2014-11-19 20:43:00,CLOSED,2014-11-19 20:53:27,RC&I,W20 / 84 MASSACHUSETTS AVE,"OFFICERS OBSERVED A HOMELESS PERSON. SUBJECT WAS ISSUED A TRESPASS WARNING, REMOVED FROM PROPERTY. ",
2014-11-20 01:40:00,CLOSED,2014-11-20 01:40:34,RC&I,M3 / 33 MASSACHUSETTS AVE,CALLER STATES THERE IS A PARTY SLEEPING IN AREA. SUBJECT ID AND ISSUED TRESPASS WARNING. ,
2014-10-15 07:00:00,OPEN,2014-11-20 16:19:52,LARCENY,M26 / 60 VASSAR ST,LARCENY OF LAPTOP COMPUTER FROM UNLOCKED AND UNATTENDED OFFICE. OFFICER TO TAKE REPORT. ,
2014-11-21 13:30:00,OPEN,2014-11-21 16:40:50,LARCENY,E25 / 45 CARLTON ST,LARCENY REPORT OF POCKETBOOK. ,
2014-11-22 03:34:00,REFERRED,2014-11-22 03:34:40,FIRE ALARM,W1 / 305 MEMORIAL DR,REPORTS FIRE EXTINGUISHER WAS THE CAUSE OF SMOKE DETECTOR GOING OFF OF 4TH FLOOR. ,
2014-11-21 23:00:00,CLOSED,2014-11-22 11:08:01,LARCENY,E23 / 25 CARLTON ST,CALLER WANTS TO REPORT BIKE THEFT ,
2014-11-22 20:45:00,OPEN,2014-11-22 21:34:56,LARCENY,M13 / 105 REAR MASSACHUSETTS AVE,VICTIMS OF LARCENY FROM POCKETBOOKS. SEE REPORT. ,
2014-11-23 06:08:00,OPEN,2014-11-23 06:08:49,MALICIOUS DESTRUCTION OF PROPERTY,W51 / 410 MEMORIAL DR,MALICIOUS DAMAGE TO AREAS IN BURTON. REPORT TO FOLLOW. ,
2014-11-23 06:00:00,OPEN,2014-11-23 06:38:47,LARCENY,W20 / 84 MASSACHUSETTS AVE,REPORTING PARTY FELL ASLEEP AT W20 AND WHEN HE AWOKE HE REPORTS THAT HE NOTICED HIS IPAD WAS TAKEN. ,
2014-11-20 19:36:00,REFERRED,2014-11-23 22:21:51,FRAUD,NW86 / 70 PACIFIC ST,PERSON REPORTS FRAUD VIA MIONEY WIRING. SECTOR 3 RESPONDS FOR REPORT. ,
2014-11-24 10:50:00,OPEN,2014-11-24 10:50:45,LARCENY,W51 / 410 MEMORIAL DR,LARCENY OF COLOGNE  . ,
2014-11-24 08:30:00,OPEN,2014-11-24 16:56:54,LARCENY,W98 / 600 MEMORIAL DR,REPORT OF CREDIT CARD AND CASH STOLEN.  OFFICER TAKES REPORT. ,
2014-11-25 12:27:00,OPEN,2014-11-25 12:27:24,ATTEMPTED FRAUD,M7 / 77 MASSACHUSETTS AVE,. REPORT OF ATTEMPTED FRAUD BY EMAIL. ,
2014-11-26 14:29:00,OPEN,2014-11-26 14:29:24,LARCENY,W84/550 MEMORIAL DR,PARTY REPORTS HIS BANK CARD WAS USED FRAUDULENTLY. ,
2014-11-26 17:45:00,OPEN,2014-11-26 17:45:50,TRESPASS,M4 / 182 MEMORIAL DR,PARTY PREVIOUSLY ARRESTED WAS SEEN IN AREA AND WHEN ORDERED TO STOP FLED. ,
2014-11-29 01:49:00,CLOSED,2014-11-29 01:49:25,ACTUAL FIRE,W70 / 471 MEMORIAL DR,LAPTOP COMPUTER CAUGHT ON FIRE CAUSING DAMAGE TO   ROOM. NO INJURIES. ,
2014-11-28 22:00:00,CLOSED,2014-11-29 08:53:12,BREAKING & ENTERING MV,M41 / 77 VASSAR ST,VEHICLE PARKED IN “PAY LOT” WAS BROKEN INTO AND GPS STOLEN. ,
2014-11-25 12:00:00,OPEN,2014-11-30 15:20:35,LARCENY,W51 / 410 MEMORIAL DR,LARCENY OF CAMERA FROM ROOM. ,
2014-11-30 17:16:00,CLOSED,2014-11-30 17:16:20,LARCENY,M14 / 160 MEMORIAL DR,BIKE LOCKED WITH A CABLE LOCK STOLEN. ,
2014-11-30 19:41:00,CLOSED,2014-11-30 19:41:55,ASSIST TO PD,W89 / 301 VASSAR ST,WOMEN REPORTS MALE EXPOSING HIMSELF TO HER ON THE HARVARD (Mass. Ave.) BRIDGE. SUSPECT WAS RIDING A BICYCLE WITH HIS PANTS DOWN. MIT AND STATE POLICE UNITS RESPOND BUT SUSPECT FLED AREA. ,
2014-12-01 11:00:00,OPEN,2014-12-01 11:00:02,LARCENY,W1 / 305 MEMORIAL DR,REPORT OF CASH STOLEN FROM A POCKETBOOK. ,
2014-12-01 11:51:00,CLOSED,2014-12-01 11:51:32,LARCENY,N52 / 265 MASSACHUSETTS AVE,REPORT OF A BIKE SECURED WITH A CABLE LOCK STOLEN ,
2014-12-01 16:32:00,REFERRED,2014-12-01 16:32:20,DRUGS,NW30 / 224 ALBANY ST FL 1ST,REPORT OF A STUDENT THERE WHO IS HAVING A REACTION FROM AN ILLEGAL DRUG. ,
2014-12-02 04:15:00,ARREST,2014-12-02 04:15:28,UNWANTED PERSONS,M66 / 25 AMES ST ,"CALLER STATES HOMELESS SLEEPING ON BENCH. ARREST FOR TRESPASSING AFTER NOTICE. FREDRICK DEMINICO (32), LAST KNOWN ADDRESS OF 102 RICHDALE ROADNEEDHAM, MA ",
2014-12-02 14:47:00,OPEN,2014-12-02 16:23:27,LARCENY,W35 / 100 VASSAR ST,REPORT OF A PARTY HAVING THEIR CREDIT CARD STOLEN OUT OF AN UNLOCKED LOCKER. ,
2014-12-02 14:47:00,OPEN,2014-12-02 16:34:46,LARCENY,W35 / 100 VASSAR ST,MONEY AND CREDIT CARD STOLEN FROM UNLOCKED LOCKER. ,
2014-12-03 20:13:00,OPEN,2014-12-04 12:07:25,LARCENY,M16 / 21 AMES ST ,THEFT OF FOOD FROM A RECEPTION ,
2014-12-04 19:06:00,REFERRED,2014-12-04 19:06:31,WEAPON,W61 / MEMORIAL Dr,KNIVES WILLINGLY HELD FOR SAFE KEEPING. ,
2013-07-01 12:38:00,CLOSED,2014-12-05 10:47:29,LARCENY,M3 / 33 MASSACHUSETTS AVE,CALLER STATES WHILE DOING INVENTORY HE TOOK   NOTE OF A MISSING COMPUTER ,
2014-12-06 21:00:00,CLOSED,2014-12-06 21:01:17,HOMELESS,W20 / 84 MASSACHUSETTS AVE FL,3 CALLER REPORTS HOMELESS PERSON SLEEPING IN   RESTROOM. ISSUED TRESPASS WARNING ,
2014-12-07 09:07:00,SUMMONS,2014-12-07 09:07:56,SUSPICIOUS,W35 / 100 VASSAR ST,"SUSPICIOUS MALE IN LOCKER ROOM, BELIEVED TO HAVE BEEN INVOLVED IN PAST THEFTS NOW IN MENS LOCKER ROOM. SUBJECT PROVIDED ANOTHER NAME. SUMMONS FOR: RICHARD MAXWELL, (34) ROSERVELT TOWERS, CAMBRIDGE, MA ",
2014-12-07 22:19:00,CLOSED,2014-12-07 22:19:03,HOMELESS,M7 / 77 MASSACHUSETTS AVE FL,4 CALLER REPORTS HOMELESS PERSON IN RESTROOM.   ISSUED TRESPASS WARNING ,
2014-12-05 11:21:00,OPEN,2014-12-08 10:16:52,LARCENY,W20 / 84 MASSACHUSETTS AVE,LARCENY OF PARKING GATE ,
2014-12-04 12:35:00,OPEN,2014-12-08 13:18:25,FRAUD,700 TECH SQUARE ,FRAUDLENT CHECK ,
2014-12-07 22:00:00,OPEN,2014-12-08 20:33:19,LARCENY,W1 / 305 MEMORIAL DR,REPORT THAT SOMEONE STOLE PHONE AND DEBIT CARD FROM THE LOUNGE AREA. ,
2014-12-09 00:30:00,CLOSED,2014-12-09 00:43:24,HOMELESS,M1 / 33 MASSACHUSETTS AVE,CALLER STATES HOMELESS SLEEPING ISSUED TRESPASS WARNING. ,
2014-12-09 03:26:00,CLOSED,2014-12-09 03:26:07,HOMELESS,M7 / 77 MASSACHUSETTS AVE,HOMELESS PERSON ISSUED TRESPASS WARNING ,
2014-12-10 01:45:00,ARREST,2014-12-10 00:31:29,DIRECTED PATROL,M33 / 125 MASSACHUSETTS AVE,"DIRECTED PATROL MAIN GROUP. OFFICER OBSERVED PERSON WHO HAS BEEN ARRESTED BEFORE. PLACED SCRIMA, DAVID (54); HOMELESS. ARREST FOR TRESPASS AND RESISTING ARREST ",
2014-12-09 13:55:00,OPEN,2014-12-10 09:53:36,LARCENY,W31 / 120 MASSACHUSETTS AVE,"PARTY REPORTS THAT BEFORE GOING HOME, HE CHANGED OUT OF HIS WORK UNIFORM AND PLACED CASH ON A TABLE AND THEN LEFT FOR THE DAY. CASH STOLEN ",
2014-12-10 17:20:00,OPEN,2014-12-10 18:23:22,LARCENY,M26 / 60 VASSAR ST,LARCENY OF LAPTOP. ,
2014-12-10 22:00:00,OPEN,2014-12-11 14:15:11,LARCENY,W71 / 500 MEMORIAL DR,PARTY REPORTS HE HAS HAD  ITEMS TAKEN FROM UNLOCKED LOCKER. ,
2014-12-08 11:00:00,OPEN,2014-12-11 15:47:21,LARCENY,W20 / 84 MASSACHUSETTS AVE FL 5,REPORT OF PAST LARCENY OF CELL PHONE. ,
2014-12-12 03:53:00,CLOSED,2014-12-12 03:53:57,SUSPICIOUS,M1 / 33 MASSACHUSETTS AVE,"REPORT OF A SUSPICIOUS MALE, CHECKED OUT OK. WAS A STUDENT. ",
2014-12-11 23:00:00,OPEN,2014-12-12 16:50:13,LARCENY,W20 / 84 MASSACHUSETTS AVE,REPORTING PARTY STATES HE HAD HIS PHONE STOLEN IN THE STUDENT CENTER. ,
2014-12-12 22:00:00,CLOSED,2014-12-12 22:00:38,RC&I,M32 / 32 VASSAR ST,SUSPICIOUS PERSON ISSUED TRESPASS WARNING. ,
2014-12-11 14:26:00,OPEN,2014-12-13 13:02:47,LARCENY,M18 / 21 REAR AMES ST,LARCENY OF LAB EQUIPMENT REPORT TAKEN ,
2014-12-13 22:17:00,OPEN,2014-12-13 22:17:21,GRAFFITI,AMHERST & DANFORTH / 0 AMHERST ST,THE BUS KIOSKS ACROSS FROM W1 WAS TAGGED. ,
2014-12-13 15:00:00,CLOSED,2014-12-16 15:32:15,LARCENY,W79 / 229 VASSAR ST,LARCENY OF BICYCLE. ,
2014-12-16 16:20:00,CLOSED,2014-12-16 16:20:23,RC&I,W20 / 84 MASSACHUSETTS AVE,HOMELESS PERSON ISSUED TRESPASS WARNING AND SENT ON HIS WAY. ,
2015-02-18 13:53:00,ARREST MADE,2015-02-18 13:53:46,WARRANT SERVICE,M32 / 32 VASSAR ST,"DETECTIVE TAKES ONE INTO CUSTODY FOR OUTSTANDING WARRANT, RASHAD HOBBS (26), 64 CHENEY ST., DORCHESTER, MA ",
2015-02-18 08:40:00,CLOSED,2015-02-18 16:57:41,MALICIOUS DESTRUCTION OF PROPERTY,WEST GARAGE / 125 VASSAR ST,VEHICLE DAMAGED ,
2015-02-04 12:00:00,OPEN,2015-02-19 14:09:31,FRAUD,W85 / 540 MEMORIAL DR,VICTIM OF “APARTMENT FOR RENT”  FRAUD. ,
2015-02-20 14:45:00,OPEN,2015-02-20 22:10:56,LARCENY,E38 / 292 MAIN ST,LARCENY OF WALLET ,
2015-02-21 09:30:00,OPEN,2015-02-21 10:10:46,LARCENY,W34 / 120 VASSAR ST,SECTOR 4 RESPONDS TO Z CENTER FOR REPORT OF STOLEN WALLET ,
2015-02-21 07:40:00,OPEN,2015-02-21 13:27:45,LARCENY,W34 / 120 VASSAR ST,SECTOR 4 LARCENY OF MONEY FROM WALLET W34 ,
2015-02-21 22:40:00,CLOSED,2015-02-21 22:40:48,FIRE HAZ,NW86 / 70 PACIFIC ST,"FOOD LEFT ON STOVE, NO FIRE LOTS OF SMOKE. ",
2015-02-21 23:23:00,REFERRED,2015-02-21 23:23:44,DISTURBANCE,351 MASSACHUSETTS AVE,"DISTURBANCE, EVENT SHUT DOWN. ",
2015-02-22 04:14:00,REFERRED,2015-02-22 04:14:33,SUSPICIOUS,W1 / 305 MEMORIAL DR,CALLER REPORTS AN MALE ENTERED ROOM AND URINATED ON BELONGINGS. ALCOHOL SITUATION. ,
2015-02-22 17:27:00,OPEN,2015-02-22 17:27:26,LARCENY,W34 / 120 VASSAR ST,SECTOR 4 RESPONDS TO ATHLETICS FOR REPORT OF STOLEN CELL PHONE ,
2015-02-23 08:27:00,OPEN,2015-02-23 08:27:41,HOMELESS,M32 / 32 VASSAR ST,"SECTOR 2 AND EAST CAR RESPOND TO STATA CENTER 5TH FLR FOR REPORT OF A HOMELESS SLEEPING WHO HAS BEEN SLEEPING IN AREA, BUT GONE NOW. ",
2015-02-20 09:30:00,CLOSED,2015-02-23 12:14:28,PROP DAMAGE,WESTGATE LOT / 319 VASSAR ST,SECTOR 4 RESPONDS TO STATION FOR REPORT OF M/V DAMAGE WESTGATE LOT ,
2015-02-23 15:25:00,CLOSED,2015-02-23 15:30:45,DISTURBANCE,PAID LOT / 139 MASSACHUSETTS AVE,"REPORT THAT A W/M, LIGHT BLUE STOCKING CAP, BLACK JACKET YELLING AT SOMEONE IN A BLUE CAR. PERSONS ID AND ISSUED A TRESPASS WARNING, NOT AFFILIATED AND MAKING A VIDEO. ",
2015-02-23 17:32:00,OPEN,2015-02-23 17:32:23,ANNOYING OR HARASSING PHONE CALLS,M32 / 32 VASSAR ST,CPD OFFICER CAME TO MITPD HDQTS. TO REPORT THAT THE REPORTING PERSON CALLED TO FILE A COMPLAINT REGARDING AN ANNOYING PHONE CALL. ,
2015-02-24 08:36:00,ARREST MADE,2015-02-24 08:36:26,TRESPASS,M32 / 32 VASSAR ST,"DAVID SCRIMA, HOMELESS, WAS ARREST  FOR TRESPASSING ",
2015-02-23 08:00:00,OPEN,2015-02-24 09:59:13,LARCENY,E48 / 226 MAIN ST,PARTY REPORTS THAT HER WALLET WAS STOLEN. ,
2015-02-24 13:11:00,OPEN,2015-02-24 13:11:02,SUSPICIOUS PERSON,E53 / 30 WADSWORTH ST,PERSON KNOW TO OFFICERS ISSUED  TRESPASS WARNING. ,
2015-02-25 02:29:00,ARREST MADE,2015-02-25 02:29:12,DIRECTED PATROL,M32 / 32 VASSAR ST,"FREDERICK DEMINICO (32), HOMELESS, ARRESTED ON 5TH FLOOR STATA CTR FOR TRESPASSING. TRANSPORTED TO CPD FOR BOOKING ",
2015-02-25 08:30:00,OPEN,2015-02-25 11:58:51,LARCENY,M6 / 182 MEMORIAL DR,LAPTOP STOLEN ,
2015-02-05 15:42:00,CLOSED,2015-02-27 15:42:53,ANNOYING OR HARASSING PHONE CALLS,M14E / 160 MEMORIAL DR,CALLER REPORTS ANNOYING PHONE  CALLS. ,
2015-02-28 00:25:00,REFERRED,2015-02-28 00:25:19,FIRE ALARM,372 MEMORIAL DR,PULL STATION ACTIVATION – FALSE FIRE ALARM ,
2015-02-28 01:03:00,OPEN,2015-02-28 01:03:39,SIMPLE ASSAULT,M50 / 142 MEMORIAL DR,PERSON AT FUNCTION REPORTS  UNWANTED TOUCHING. ,
2015-03-01 14:00:00,OPEN,2015-03-01 17:13:46,LARCENY,W35 / 100 VASSAR ST,LARCENY OF WALLET FROM ZESIGER SPORTS CENTER LOCKER ROOM. ,
2015-03-03 01:31:00,CLOSED,2015-03-03 01:31:55,UNWANTED PERSONS,M26 / 60 VASSAR ST,RT 1 AND 281 DISPATCHED TO HOMELESS PERSON IN AREA. ISSUED TRESPASS WARNING AND ESCORTED OFF THE PROPERTY. ,
2015-02-27 17:30:00,OPEN,2015-03-03 10:20:41,LARCENY,M14E / 160 MEMORIAL DR,CATERING EQUIPEMNT STOLEN ,
2015-03-03 14:20:00,OPEN,2015-03-03 14:39:28,LARCENY,M37 / 70 VASSAR ST,LAPTOP WAS STOLEN FROM OPEN LAB AREA WHILE PEOPLE WERE WORKING. ,
2015-03-03 20:58:00,ARREST/SUMMONS ISSUED,2015-03-03 20:58:40,SUSPICIOUS,E17 / 40 AMES ST ,"SUSPICIOUS PERSON SLEEPING IN CUBICLE. UNITS LOCATE INDIVIDUAL, SUMMONS TO APPEAR IN COURT FOR TRESPASSING AFTER NOTICE. TIMOTHY NORLING (57), HOMELESS. ",
2015-02-27 16:30:00,OPEN,2015-03-04 15:31:25,LARCENY,W32 / 100 MASSACHUSETTS AVE,REPORTING PERSON IN HEADQUARTERS TO REPORT A LARCENY OF JEWELRY FROM DUPONT GYM.CAR 281 DISPATCHED. ,
2015-03-04 15:00:00,OPEN,2015-03-04 17:53:06,LARCENY,M32 / 32 VASSAR ST,REPORTING PERSON STATES HIS LAPTOP COMPUTER WAS STOLEN ,
2015-03-03 17:00:00,OPEN,2015-03-04 17:56:22,LARCENY,M26 / 60 VASSAR ST,REPORTING PERSON STATES HIS LAPTOP COMPUTER WAS STOLEN ,
2015-03-04 15:00:00,OPEN,2015-03-04 18:00:15,LARCENY,M32 / 32 VASSAR ST,REPORTING PERSON STATES HIS LAPTOP COMPUTER WAS STOLEN ,
2015-03-03 22:00:00,OPEN,2015-03-04 18:31:28,ANNOYING OR HARASSING PHONE CALLS,M32 / 32 VASSAR ST,REPORTING PERSON IS RECEIVING HARASSING PHONE CALLS FROM A KNOWN SUBJECT. REPORT TAKEN. ,
2015-03-04 19:23:00,REFERRED,2015-03-04 19:23:48,DRUGS,W61 / 450 MEMORIAL DR,REPORT OF MARIJUANA USE. ,
2015-03-05 05:42:00,CLOSED,2015-03-05 05:42:40,SUSPICIOUS,E23 / 25 CARLTON ST,Report of a homeless person sleeping under stairwell.  Issued a trespass warning. ,
2015-03-07 22:12:00,CLOSED,2015-03-07 22:12:09,RC&I,M32 / 32 VASSAR ST,"WHILE CONDUCTING BUILDING CHECK, OFFICER CONDUCTED A FIELD STOP ON A PARTY. TRESPASS WARNING ISSUED. ",
2015-03-08 03:11:00,ARREST MADE,2015-03-08 03:11:45,WARRANT SERVICE,M34 / 50 VASSAR ST,"LOCATED A SUSPICIOUS PERSON, TOOKNICHOLAS CORRADO (31) OF 157 MORTON ST. WINTHROP, MA; TAKEN INTO CUSTODY ON AN OUTSTANDING WARRANT ",
2015-03-08 03:11:00,CLOSED,2015-03-08 04:11:20,TRESPASS,M34 / 50 VASSAR ST,LOCATED A SUSPICIOUS PERSONS AND ISSUED A TRESPASS WARNING. ,
2015-03-08 10:41:00,CLOSED,2015-03-08 10:41:38,RC&I,W20 / 84 MASSACHUSETTS AVE,"HOMELESS PERSON LOCATED SLEEPING, ISSUED   TRESPASS WARNING AND REMOVED FROM BLDG. ",
2015-03-08 18:59:00,CLOSED,2015-03-08 18:59:39,SUSPICIOUS,M32 / 32 VASSAR ST,PARTY REPORTS SP BLACK MALE WITH SHORT BLACK BEARD DARK HAIR AND DARK CLOTHING HIDDING UNDER DESK. PERSON FLED WHEN CALLER NOTIFIED POLICE. THROUGH SEARCH WITH NEGATIVE RESULTS. ,
2015-03-09 00:17:00,CLOSED,2015-03-09 00:17:46,SUSPICIOUS,E51 / 70 MEMORIAL DR,CALLER STATES THERE IS A MALE WITH NO MIT IDENTIFICATION CLAIMING HE NEEDS ACCESS TO THE BUILDING SO HE CAN RETRIEVE 3 IPHONES INDIVIDUAL ISSUED A TRESPASS ,
2015-02-07 09:00:00,CLOSED,2015-03-09 10:49:49,LARCENY,W20 / 84 MASSACHUSETTS AVE,PAST LARCENY FROM THE M.I.T. COOP. ,
2015-03-06 12:00:00,CLOSED,2015-03-09 17:36:24,LARCENY,M35 / 127 MASSACHUSETTS AVE,REPORT OF STOLEN BIKE ,
2015-03-09 02:00:00,OPEN,2015-03-09 18:45:15,THREATS,W98 / 600 MEMORIAL DR,PARTY REPORTS RECEIVING THREATENING PHONE CALLS ,
2015-03-10 10:04:00,CLOSED,2015-03-10 10:04:44,RC&I,M32 / 32 VASSAR ST,HOMELESS PERSON ISSUED TRESPASS WARNING ,
2015-03-11 10:33:00,CLOSED,2015-03-11 10:33:12,HOMELESS,NW17 / 175 ALBANY ST,HOMELESS PERSON REMOVED FROM AREA. TRESPASS WARNING ISSUED. ,
2015-03-11 10:59:00,ARREST,2015-03-11 10:59:07,RC&I,M33 / 125 MASSACHUSETTS AVE,"SUSPICIOUS PERSON, TAKEN INTO CUSTODY ON AN OUTSTANDING WARRANT. “ALBERT” GEEKA TAN (59) HOMELESS TRESPASS WARNING ISSUED. ",
2015-03-11 21:51:00,OPEN,2015-03-11 21:51:28,LARCENY,M76 / 476 MAIN ST,CALLER REPORTED BACK WHEEL STOLEN FROM BIKE ,
2015-03-12 01:45:00,CLOSED,2015-03-12 02:52:50,TRESPASS,M7 / 77 MASSACHUSETTS AVE,HOMELESS FEMALE FOUND SLEEPING. ISSUED TRESPASS WARNING AND REMOVED FROM BUILDING. ,
2015-03-12 17:50:00,OPEN,2015-03-12 19:44:50,LARCENY,W35 / 100 VASSAR ST,REPORTING PERSON STATES ITEMS WERE STOLEN FROM LOCKER AT ZESIGER SPORTS CENTER-NW35. ,
2015-03-12 15:00:00,OPEN,2015-03-12 21:56:08,LARCENY,M3 / 33 MASSACHUSETTS AVE,REPORTING PERSON STATES LAPTOP COMPUTER STOLEN.SECTOR 3 TAKES REPORT. ,
2015-03-12 15:00:00,OPEN,2015-03-13 09:23:18,LARCENY,M3 / 33 MASSACHUSETTS AVE,LAPTOP COMPUTER STOLEN ,
2015-03-14 00:25:00,CLOSED,2015-03-14 00:25:42,HOMELESS,NW17 / 175 ALBANY ST,CAR 284 CHECK ON A PERSON SLEEPING AT LOADING DOCK. SUBJECT ISSUED TRESPASS WARNING. ,
2015-03-16 08:27:00,CLOSED,2015-03-16 08:27:58,SUSPICIOUS PERSON,E23 / 25 CARLTON ST,"REPORT OF SUSPICIOUS PERSON IN AREA. PERSON ASKED FOR SOMEONE WHO DOESN’T WORK AT MIT, AND NOT KNOWN TO ANYONE. LEFT AREA WHILE REPORTING PARTY CALLED POLICE. SEARCH OF AREA TO NO AVAIL. ",
2015-03-16 10:32:00,OPEN,2015-03-16 10:32:18,ANNOYING OR HARASSING PHONE CALLS,E53 / 30 WADSWORTH ST,ANNYOING PHONE CALLS FROM PERSON ,
2014-12-15 17:00:00,CLOSED,2015-03-16 16:08:04,LARCENY,M9 / 105 MASSACHUSETTS AVE,PARTY REPORTS BIKE STOLEN. ,
2015-03-16 16:45:00,OPEN,2015-03-16 17:45:00,LARCENY,E17 / 40 AMES ST ,PARTY REPORTS HER PHONE AND LAPTOP STOLEN FROM UNLOCKED AND UNATTENDED AREA ,
2015-03-18 02:21:00,CLOSED,2015-03-18 02:21:46,HOMELESS,W20 / 84 MASSACHUSETTS AVE,"No Reports of residential fires .0   CHECK OF THE STUDENT CENTER, ISSUED A TRESPASS WARNING TO A HOMELESS INDIVIDUAL. ",
2015-03-18 23:55:00,CLOSED,2015-03-18 23:55:24,HOMELESS,W20 / 84 MASSACHUSETTS AVE,"CHECK OF THE STUDENT CENTER, ISSUED TRESPASS WARNING TO ONE HOMELESS INDIVIDUAL. ",
2015-03-19 12:59:00,ARREST,2015-03-19 12:59:14,TRESPASS,M10 / 122 MEMORIAL DR,"DETECTIVES STOP A SUSPICIOUS PERSON WHO HAS BEEN PREVIOUSLY TRESPASSED. SUMMONS WILL BE SOUGHT FOR CHARLES GRUNWALD, 1151 MASSACHUSETTS AVE., CAMBRIDGE TRESPASS AFTER NOTICE ",
2015-03-18 16:00:00,OPEN,2015-03-19 16:08:58,LARCENY,M3 / 33 MASSACHUSETTS AVE,STOLEN TONER CARTAGES. ,
2015-03-19 18:00:00,OPEN,2015-03-19 19:02:01,LARCENY,M32 / 32 VASSAR ST,TAKE REPORT FOR LARCENY OF A LAPTOP ,
2015-03-20 00:06:00,CLOSED,2015-03-20 00:06:24,SUSPICIOUS,E17 / 40 AMES ST ,HOMELESS MALE ON BIKE IN BASEMENT AREA. SEARCHED AREA TO NO AVAIL ,
2015-03-20 13:30:00,CLOSED,2015-03-20 13:33:56,HOMELESS,NW13 / 144 ALBANY ST,TWO HOMELESS INDIVIDUALS SENT TO SHELTER. ,
2015-03-20 12:00:00,CLOSED,2015-03-20 14:12:57,MALICIOUS DESTRUCTION OF PROPERTY,M33 / 125 MASSACHUSETTS AVE,CALLER STATES THE WINDOW HAS BEEN VANDALISED AGAIN SECTOR 3 TO TAKE THE REPORT ,
2015-03-18 23:00:00,OPEN,2015-03-20 16:21:32,LARCENY,W32 / VASSAR ST,RP STATES HIS IPHONE AND STUDENT ID WAS STOLEN FROM THE Z-CENTER. ,
2015-03-21 01:08:00,CLOSED,2015-03-21 01:08:56,NOISE COMPLAINT,518 BEACON ST,"BOSTON NOISE COMPLAINT.  OFFICER ADVISED RESIDENCE TO TURN MUSIC DOWN, ALL UNITS CLEAR ",
2015-03-22 17:30:00,CLOSED,2015-03-22 19:15:37,HIT & RUN,PAID LOT / 139 MASSACHUSETTS AVE,VISITOR STATED HIS VEHICLE WAS HIT BY ANOTHER VEHICLE WHILE PARKED AT MIT PAID LOT ON MASSACHUSETTS AVE. ,
2015-03-24 08:00:00,CLOSED,2015-03-24 09:36:41,LARCENY,E51 / 70 MEMORIAL DR,JACKET STOLEN ,
2015-03-24 11:30:00,OPEN,2015-03-24 12:52:48,SUSPICIOUS,M33 / 125 MASSACHUSETTS AVE,SUSPICIOUS ACTIVITY TO A LOCKER. ,
2015-06-01 14:00:00,OPEN,2015-06-01 18:39:44,THEFT,M66 / 25 AMES ST ,#453 CALLER REPORTS LARCENY OF A   LAPTOP. OFFICER TAKES REPORT. ,
2015-06-01 16:30:00,OPEN,2015-06-01 18:49:49,SUSPICIOUS ACTIVITY,M37 / 70 VASSAR ,CALLER REPORTS THAT SHE RECEIVED SUSPICIOUS NOTEBOOK CONTAINING INCOHERENT WRITING IN THE MAIL. OFFICER TAKES REPORT. ,
